"","plot","block","x","y","TOTAL_cm","AHOR_cm","REDOX_cm","coverTotal","monoSp","GSM","LOI","fWAS","pH","EC","monoTreeName","type","plot.ID","cc.total","cc.planted","cc.weed","phyD","trtD","PD_as_designed","PD_planted","PD_SES_planted","MNTD_planted","MNTD_SES_planted","MPD_planted","MPD_SES_planted","PD_observed","PD_SES_observed","MNTD_abundance.weighted_observed","MNTD_SES_abundance.weighted_observed","MNTD_observed","MNTD_SES_observed","MPD_abundance.weighted_observed","MPD_SES_abundance.weighted_observed","MPD_observed","MPD_SES_observed","Change_in_MNTD","Change_in_MNTD_SES","Change_in_MNTD_abundance.weighted","Change_in_MNTD_SES_abundance.weighted","Change_in_MPD","Change_in_MPD_SES","Change_in_MPD_abundance.weighted","Change_in_MPD_SES_abundance.weighted","Change_in_PD","Change_in_PD_SES","SR_planted","SR_observed","Change_in_SR","MNTD_ratio","Abundance_weighted_MNTD_ratio","MPD_ratio","Abundance_weighted_MPD_ratio","PD_ratio","SR_ratio","MNTD_SES_ratio","Abundance_weighted_MNTD_SES_ratio","MPD_SES_ratio","Abundance_weighted_MPD_SES_ratio","PD_SES_ratio","CE","SE","NE","biomass.monocultures","biomass.monocultures.noGL","biomass.tmts","biomass.tmts.noGL","phy.div","trait.div","ndvi","biomass.all","Plot.category","pNDVIvalues","pGNDVIvalues","pGDVI2values","pREDvalues","pGREvalues","pNIRvalues","pREGvalues","ndvipercent.1","gndvipercent.1","gdvi2percent.1","ndvipercent.25","gndvipercent.25","gdvi2percent.25","ndviavg.1","gndviavg.1","gdvi2avg.1","TMT.use","gr","ndvicover","gndvicover","gdvi2cover","coverTotal.mono","coverTotal.tmts","ndvi.min","gndvi.min","ndvi.threshold","gndvi.threshold","gdvi2.min","gdvi2.threshold","ndvi.threshold.var","gndvi.threshold.var","gdvi2.threshold.var","ndvi.threshold.noflowers","gndvi.threshold.noflowers","gdvi2.threshold.noflowers"
"53",53,"A",3,17,41.33,41.33,33,65,"EUPCOR",0.347251757812261,9.34955403335067,72.133370760811,6.49172886603846,100.715791998061,"Euphorbia_corollata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.375,106.5,NA,NA,NA,NA,0.341989153483157,108.375,"Monoculture",0.619689323335094,0.564986814534543,0.881194700311595,3067.38614708796,3690.61856903135,13106.2313456642,8782.86839551579,1,1,1,0.9998352336387,0.99980228036644,1,0.619689323335094,0.564986814534543,0.881194700311595,0,1.20318029490192,0.402798060167811,0.367241429447453,0.572776555202537,65,NA,0.579737991094589,0.539409384131432,NA,NA,0.867808803915977,NA,0.685968085411081,0.617466029244533,0.929286026235467,NA,NA,NA
"54",54,"A",3,18,40,40,28.5,35,"ASCSUL",0.338493039902346,9.41794408894578,70.3525572179293,6.54712610181017,112.869790535408,"Asclepias_sullivantii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.875,17.25,NA,NA,NA,NA,0.517063803444796,31.875,"Monoculture",0.706954722774619,0.633202533668497,0.931193791753709,2250.23327870385,3090.5576162567,14125.1202647023,9314.67348474769,1,1,1,0.998133265835601,0.999462127444156,1,0.706954722774619,0.633202533668497,0.931193791753709,0,1.37343876544075,0.247434152971117,0.221620886783974,0.325917827113798,35,NA,0.75967812538147,0.665808856487274,NA,NA,0.963379472494125,NA,0.783515553926176,0.696739300134449,0.970720050757799,NA,NA,NA
"55",55,"B",4,1,41.33,28.33,35,65,NA,0.233654088159777,6.54220530486101,71.3377215622604,7.10101910238878,94.2929737239266,NA,"Seed","LH.389271.rep1",65,45,45,"L","H",963.44861948,828.83278517,-1.52660761582924,36.9331926116667,-2.69767516523106,270.733409816212,0.483728880573254,762.09314092,-1.26133243004057,34.1490861840559,-1.35376891575864,31.707657584,-2.7735315709012,167.52854783493,0.577853903465029,279.989290828444,0.763852750512206,-5.22553502766666,-0.0758564056701405,-2.78410642761072,1.34390624947242,9.25588101223235,0.280123869938953,-103.204861981282,0.0941250228917754,-66.73964425,0.26527518578867,12,10,-2,0.858513855473843,0.924617769796287,1.03418817433177,0.618795249351223,0.91947755271733,0.833333333333333,1.02811917707803,0.501827993676432,1.5790927132715,1.19458218574882,0.826232240008461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.786946369601914,0.679690130166271,0.968279472075948,1898.75331824791,3113.3876756433,16646.5477063372,11314.4905977159,1,1,1,1,1,1,0.786946369601914,0.679690130166271,0.968279472075948,0,1.63970097943855,0.511515140241244,0.441798584608076,0.629381656849366,NA,NA,0.787912431359291,0.669964045286179,NA,NA,0.972247666120529,NA,0.818202775348165,0.707573043249869,0.979981114392798,NA,NA,NA
"56",56,"B",4,2,38,31,NA,65,"SILLAC",0.238331114315704,6.56025041377355,73.79284133179,7.09088500073171,97.6107344663356,"Silphium_laciniatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344.25,336,NA,NA,NA,NA,0.341179318101726,344.25,"Monoculture",0.737625931881067,0.661088455097699,0.947242788457966,1648.23847798507,2313.49772407616,11804.9967280388,7811.21084975224,1,1,1,1,1,1,0.737625931881067,0.661088455097699,0.947242788457966,0,1.40361832039278,0.479456855722694,0.429707495813504,0.615707812497678,65,NA,0.729950726032257,0.642939999699593,NA,NA,0.952423498034477,NA,0.789365891273617,0.702922317302668,0.97179773370078,NA,NA,NA
"57",57,"B",4,3,38.33,27,31,NA,NA,0.246478621053775,6.67762287411481,76.1680442844893,7.03174547651149,101.917694453495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.739911405195755,0.662671602817894,0.947160559350794,1842.4501904516,2538.91611862008,12712.7510319371,8479.57857515876,1,1,1,1,0.999885408708938,1,0.739911405195755,0.662671602817894,0.947160559350794,0,1.37801072277442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,"B",4,4,42,29,38,NA,NA,0.256321767574274,6.71771224629838,76.6639061444528,6.94902443916932,101.914216747002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.790140275864486,0.695970122689749,0.969469361702163,1725.47074973224,2710.62187072759,15372.5767699756,10768.8519174702,1,1,1,1,0.999940456697133,1,0.790140275864486,0.695970122689749,0.969469361702163,0,1.57094628880161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,"A",4,5,43,31,NA,85,"BOUCUR",0.268839621406324,6.7150954353172,75.1347347488273,6.82959321016127,97.2452487480272,"Bouteloua_curtipendula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.125,452.625,NA,NA,NA,NA,0.413443413357994,469.125,"Monoculture",0.7611636609683,0.704125415563251,0.961493005191425,1878.77959852492,2437.5713954551,14300.7167787304,9571.99554775659,1,1,1,1,1,1,0.7611636609683,0.704125415563251,0.961493005191425,0,1.29742275111402,0.646989111823055,0.598506603228763,0.817269054412711,85,NA,0.715056478977203,0.666016161441803,NA,NA,0.946276381611824,NA,0.777970715141155,0.715794915332152,0.968656625726424,NA,NA,NA
"60",60,"A",4,6,43,35,40,85,NA,0.285504247982182,6.91232766752753,71.7074552549608,6.67278971416906,99.4589078531386,NA,"Plug","HL.456657.rep1",85,NA,NA,"H","L",1504.193710801,1238.211907351,1.41144127443914,160.079349193583,1.81250972494786,246.827336876682,-0.353298296876903,1238.211907351,1.480130958512,137.792987746816,0.649304227274028,160.079349193583,1.84792769448011,190.401128028354,-0.27062513371087,246.827336876682,-0.344163405217231,0,0.0354179695322512,-22.2863614467674,-1.16320549767383,0,0.00913489165967213,-56.4262088483277,0.0826731631660331,0,0.068689684072859,12,12,0,1,0.860779285029348,1,0.771394005370973,1,1,1.01954084386128,0.358234892942552,0.974143969160273,0.765996145758839,1.04866634221119,0.93843816954094,0.260794724137156,1.1992328936781,NA,NA,1503.8,1503.8,"H","L",0.413783489525021,1503.8,"Treatment",0.751422981239728,0.697245574845326,0.949682007535086,2039.37354230103,2595.63088515205,15144.7110377082,9599.720957372,1,1,1,1,1,1,0.751422981239728,0.697245574845326,0.949682007535086,0,1.27275892881468,0.638709534053769,0.592658738618527,0.807229706404823,NA,85,0.65491898059845,0.627417582273483,NA,NA,0.916663646697998,NA,0.78531267182722,0.718654670972051,0.968472370833416,NA,NA,NA
"61",61,"A",4,7,41.33,33,8,55,NA,0.301285363105344,7.00521219455409,66.2865263635055,6.5543363817632,106.514227950178,NA,"Plug","HL.246518.rep1",55,NA,NA,"H","L",1594.24542371,1217.56612371,1.80443029020904,165.476479810909,1.80989098393702,274.981090638182,0.619051398763249,1144.19668471,1.65095121792844,165.199628229794,1.16934214799431,167.350240092,1.5389323094232,239.458068081993,0.827975846574606,281.712651786444,0.810812146825275,1.87376028109091,-0.270958674513823,-0.276851581115295,-0.640548835942713,6.73156114826264,0.191760748062027,-35.5230225561891,0.208924447811358,-73.3694390000001,-0.1534790722806,11,10,-1,1.01132342362632,0.998326943010682,1.02448008745852,0.870816489694813,0.939740899840052,0.909090909090909,0.85029005784403,0.64608429920495,1.30976547092072,1.33749127815356,0.914943196690176,0.492992007992008,0.0913087912087912,0.584300799200799,NA,NA,288.9,288.9,"H","L",0.402230149389079,288.9,"Treatment",0.747553737054834,0.65715660998894,0.951601314318354,2028.74102106744,3013.61201433644,14893.4282616215,9610.4997881911,1,1,1,1,1,1,0.747553737054834,0.65715660998894,0.951601314318354,0,1.48545920008597,0.411154555380159,0.361436135493917,0.523380722875095,NA,55,0.761225634813309,0.659503075480461,NA,NA,0.963903447985649,NA,0.805271327451726,0.702742605408089,0.976458732027142,NA,NA,NA
"62",62,"A",4,8,40.67,38,NA,NA,NA,0.292022696235936,7.243968452391,64.4803373400059,6.51287228918767,104.827972539991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.786338175524712,0.660433321174478,0.96742073893913,1808.56025255872,3220.94685193276,16045.1052466496,10574.5410794973,1,1,1,1,1,1,0.786338175524712,0.660433321174478,0.96742073893913,0,1.78094528361763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,"A",4,9,40.33,39.67,NA,75,"SOLNEM",0.27969815685674,7.51933784179909,64.1829820014268,6.46945985766273,110.291255366267,"Solidago_nemoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748.5,730.875,NA,NA,NA,NA,0.474959127152159,748.5,"Monoculture",0.778008842620501,0.681396800013483,0.963962272905994,1629.97472508182,2588.45403717484,14238.1779928364,8844.37422048968,1,1,1,1,1,1,0.778008842620501,0.681396800013483,0.963962272905994,0,1.58803323594168,0.583506631965376,0.511047600010112,0.722971704679495,75,NA,0.744796603918076,0.643859565258026,NA,NA,0.958109050989151,NA,0.813961360177213,0.709866001370872,0.978435451616063,NA,NA,NA
"64",64,"A",4,10,40.33,39,26.5,65,NA,0.270084155691654,7.86411070792994,65.1497981442604,6.35992718750119,119.814478105865,NA,"Seed","HH.782981.rep1",65,25,55,"H","H",1500.03625503,1275.8937835,1.33733359614576,133.763187846154,1.10567159038,263.993354410256,0.27424455821512,722.292764,0.591398158867582,150.518999380952,0.0254672322732814,187.427346166667,0.777544139189513,179.321419147392,-0.673434844700601,259.439833866667,0.0304694270983144,53.6641583205128,-0.328127451190485,16.7558115347985,-1.08020435810672,-4.55352054358974,-0.243775131116805,-84.6719352628641,-0.947679402915721,-553.6010195,-0.745935437278176,13,6,-7,1.40118779452411,1.12526474439343,0.982751381928678,0.67926489872438,0.566107283647566,0.461538461538462,0.703232448002292,0.0230332700006598,0.111103123783459,-2.45559966288321,0.44222186638548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.752965251630723,0.623926810686173,0.955986210207276,2017.04245125173,3424.30550803208,14987.7580869155,10213.6667917763,1,1,1,1,1,1,0.752965251630723,0.623926810686173,0.955986210207276,0,1.69768638528507,0.48942741355997,0.405552426946012,0.621391036634729,NA,NA,0.747862756252289,0.60964959859848,NA,NA,0.959229648113251,NA,0.793227775542538,0.652715330415269,0.973198594619952,NA,NA,NA
"65",65,"A",4,11,40.33,37.33,22,25,"SENMAR",0.26722058677219,8.01923631029284,66.9188576462485,6.29414422064597,123.40622961255,"Senna_marilandica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.625,35.625,NA,NA,NA,NA,-0.00824144080917396,35.625,"Monoculture",0.42566026053579,0.462773242916435,0.709693832179725,2900.13905623123,2640.10309328642,7245.62247803919,4738.97561504707,1,1,1,0.999941523887492,1,1,0.42566026053579,0.462773242916435,0.709693832179725,0,0.910336725962813,0.106415065133947,0.115693310729109,0.177423458044931,25,NA,0.443933352828026,0.477500334382057,NA,NA,0.741695672273636,NA,0.550871208921788,0.543613065865817,0.834820909773923,NA,NA,NA
"66",66,"A",4,12,41,41,32,15,"PHLPIL",0.277476622334765,7.79257302110976,69.2746313692947,6.38998237772238,112.63443281412,"Phlox_pilosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,4.875,NA,NA,NA,NA,0.372127085593063,4.875,"Monoculture",0.67967591656787,0.602353455644346,0.91481279604064,2436.7655022989,3266.60851591987,13711.1904368533,8599.27232384599,1,1,1,1,1,1,0.67967591656787,0.602353455644346,0.91481279604064,0,1.34055103490183,0.10195138748518,0.0903530183466519,0.137221919406096,15,NA,0.781204941868782,0.678857031464577,NA,NA,0.970271492004395,NA,0.801526160505691,0.704890993870495,0.975831984679817,NA,NA,NA
"67",67,"A",4,13,42.33,38.33,23,NA,NA,0.298779460232143,7.70752878285536,71.6081346084998,6.51331051894355,106.624049671461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.703348859922423,0.627017139152859,0.926784953874853,2302.68026040742,3091.78911467534,14048.1694266446,8524.25611855207,1,1,1,0.998487280810077,0.998734255371697,1,0.703348859922423,0.627017139152859,0.926784953874853,0,1.34269145735774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",68,"A",4,14,40.67,40.67,31.33,75,"ANDGER",0.324184031247811,7.9478599728741,73.2385189724921,6.5724518777887,108.533519323582,"Andropogon_gerardii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,488.625,NA,NA,NA,NA,0.436222465394002,498,"Monoculture",0.713813234305509,0.622592187056681,0.939633290524175,2098.31826368828,2996.03240245583,13133.3149723827,8384.73210977134,1,1,1,1,1,1,0.713813234305509,0.622592187056681,0.939633290524175,0,1.42782553738517,0.535359925729132,0.466944140292511,0.704724967893131,75,NA,0.685148254036903,0.593656435608864,NA,NA,0.932537287473679,NA,0.748047990287638,0.64677216989763,0.958302212113101,NA,NA,NA
"69",69,"A",4,15,39.67,39.67,40,85,"ZIZAUR",0.332461652726551,8.57328611824393,74.9699215209354,6.51172266962315,93.3091447439531,"Zizia_aurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.5,512.625,NA,NA,NA,NA,0.479892248098732,523.5,"Monoculture",0.746001592932348,0.668258321645506,0.952891003219121,2179.12985809778,3060.19534618462,15770.3102157321,10442.8470866697,1,1,1,1,1,1,0.746001592932348,0.668258321645506,0.952891003219121,0,1.40431986410206,0.634101353992496,0.56801957339868,0.809957352736253,85,NA,0.676011523604393,0.619627502560615,NA,NA,0.927955290675163,NA,0.770249258377962,0.685561930148689,0.965253765208109,NA,NA,NA
"70",70,"A",4,16,40.33,40.33,20,85,NA,0.333957831141938,9.04040588702201,74.3315504477142,6.42090530772458,82.0849747201478,NA,"Seed","LH.1417663.rep1",85,35,55,"L","H",1034.801341452,839.932250222,-1.50863809290997,57.6942831851667,-1.89444174030412,266.785599112758,0.351999426473516,640.598515,-1.27993509947761,41.3631062894737,-1.83934961346001,57.694234875,-2.01489189292994,194.405516843144,-0.0586823881705899,259.873523857143,0.107139771026131,-4.83101666617358e-05,-0.120450152625821,-16.331176895693,0.0550921268441102,-6.9120752556147,-0.244859655447384,-72.3800822696135,-0.410681814644106,-199.333735222,0.228702993432357,11,8,-3,0.99999916265245,0.71693595978515,0.974091272997486,0.728695692307508,0.762678793236818,0.727272727272727,1.06358081648184,0.970919070419518,0.304374845435132,-0.1667116016594,0.84840433599869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769408787844745,0.662201437464666,0.962228155491648,2072.34607746269,3339.37136146882,16752.8396063876,11127.8029205393,1,1,1,1,1,1,0.769408787844745,0.662201437464666,0.962228155491648,0,1.61139657018939,0.653997469668033,0.562871221844966,0.817893932167901,NA,NA,0.716829177737236,0.610987889766693,NA,NA,0.947031691670418,NA,0.791689129811248,0.678684998191004,0.97247101428067,NA,NA,NA
"71",71,"A",4,17,40.33,40.33,18.67,55,"SENHEB",0.32964473266816,9.26991168988024,71.5532076348879,6.41365568264675,88.6157528060331,"Senna_hebecarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0.314760325327677,0,"Monoculture",0.596587791993381,0.566561101279159,0.856569296586074,2443.67390451546,2799.14888850344,10799.3609991745,7169.72522189539,1,1,1,0.9998223296141,0.99992893184564,1,0.596587791993381,0.566561101279159,0.856569296586074,0,1.14546743873277,0.32812328559636,0.311608605703537,0.471113113122341,55,NA,0.576026993989945,0.550447702407837,NA,NA,0.865030673146248,NA,0.701624076416333,0.631659003853844,0.934880265117169,NA,NA,NA
"72",72,"A",4,18,41.67,41.67,19.67,99.5,"SYMERI",0.324099193023999,9.33708533840316,69.5741683147817,6.46111417059522,97.5956089610694,"Symphyotrichum_ericoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3977.625,3835.875,NA,NA,NA,NA,0.496305985885684,3977.625,"Monoculture",0.716955923442036,0.609780066988249,0.942133007157903,2192.6536714752,3330.02443953863,14033.7345541447,9601.24705710766,1,1,1,1,1,1,0.716955923442036,0.609780066988249,0.942133007157903,0,1.51871883957771,0.713371143824826,0.606731166653308,0.937422342122114,99.5,NA,0.415197296887636,0.441659172922373,NA,NA,0.708292820751667,NA,0.718635850702267,0.610723555469816,0.943514308484197,NA,NA,NA
"73",73,"B",5,1,42,27.33,23.67,75,"BRIEUP",0.229662300733848,6.84355323656756,69.544722874569,7.06189943523217,107.618682609252,"Brickellia_eupatorioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646.5,513.75,NA,NA,NA,NA,0.43679728547538,646.5,"Monoculture",0.789756170540563,0.703917975479919,0.966046471522128,1595.64493763624,2473.2387950966,14867.5956529358,9737.81093923767,1,1,1,1,1,1,0.789756170540563,0.703917975479919,0.966046471522128,0,1.54999319507785,0.592317127905422,0.527938481609939,0.724534853641596,75,NA,0.776496529579163,0.673086583614349,NA,NA,0.96883624792099,NA,0.827863262812189,0.735203168208824,0.982014119428829,NA,NA,NA
"74",74,"B",5,2,40.67,31.67,34,92.5,NA,0.23502891650503,6.83153027643582,72.7806066189949,7.09125916414124,102.075006877285,NA,"Seed","LL.305726.rep1",92.5,92.5,7.5,"L","L",997.593311548,735.835126548,-2.23828629337366,72.526320016,-1.27560112087285,176.258968197394,-2.84519378706601,423.362917548,-2.47978459627493,29.6695727035333,-1.51745008605389,41.6918946634286,-2.54706621536867,41.1824330373264,-2.14346166700148,143.585472442286,-3.0199410525845,-30.8344253525714,-1.27146509449582,-42.8567473124667,-0.241848965181042,-32.6734957551082,-0.174747265518487,-135.076535160068,0.701732120064535,-312.472209,-0.241498302901273,12,7,-5,0.574851924849226,0.409086972798123,0.814627896161761,0.233647305771164,0.575350241207034,0.583333333333333,1.99675758643564,1.18959607452803,1.06141840542211,0.753362275970605,1.10789428663179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.830717046355699,0.713091345297934,0.980671325815391,1505.99967850473,2779.4652442642,16767.3960579218,11511.3604242333,1,1,1,1,1,1,0.830717046355699,0.713091345297934,0.980671325815391,0,1.84559484569337,0.768413267879022,0.659609494400589,0.907120976379237,NA,NA,0.758355097472668,0.640716691315174,NA,NA,0.962942713499069,NA,0.842218376072086,0.723176068075846,0.984838234565689,NA,NA,NA
"75",75,"B",5,3,39.67,27.67,26,75,"LIASCN",0.241571294318586,6.82511356705654,76.2707519914087,7.08690071358146,100.697376437273,"Liatris_scariosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1642.125,1642.125,NA,NA,NA,NA,0.46546369172248,1642.125,"Monoculture",0.823938085792582,0.739914394467031,0.975132817682728,1295.7906315596,2109.54998043092,14845.0207903874,9584.40491070807,0.998986663179916,0.999019351464435,0.999084728033473,0.998790533472803,0.998725156903766,0.998986663179916,0.824881377920446,0.740770267333264,0.976236682163863,0,1.62800218573265,0.617953564344436,0.554935795850273,0.731349613262046,75,NA,0.804174169898033,0.697127401828766,NA,NA,0.976712331175804,NA,0.862493836145583,0.777855360786972,0.98878143456306,NA,NA,NA
"76",76,"B",5,4,40,28.67,NA,55,"CXGRAV",0.247044551408869,6.75712449948479,78.146253754504,7.05338494510407,99.8254738341151,"Carex_gravida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.625,176.625,NA,NA,NA,NA,0.360724522735966,176.625,"Monoculture",0.754566389329465,0.649301869056557,0.952929717827306,1663.85939929481,2639.5113070855,12989.6305940872,9763.70072061479,1,1,1,1,1,1,0.754566389329465,0.649301869056557,0.952929717827306,0,1.58637881794832,0.415011514131206,0.357116027981106,0.524111344805018,55,NA,0.77205992937088,0.654737567901611,NA,NA,0.967447245121002,NA,0.817877254761886,0.699964514433681,0.979582052884317,NA,NA,NA
"77",77,"B",5,5,42.67,28.67,19.5,97,"PANVIR",0.251667696183444,6.65426840784147,78.6403601683405,6.97154765519475,93.9483431828231,"Panicum_virgatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.5,670.5,NA,NA,NA,NA,0.337185208418937,670.5,"Monoculture",0.754351041829828,0.708229948203543,0.959527801804516,1935.98464641318,2378.71909968746,14033.326692424,9383.28983735223,1,1,1,1,1,1,0.754351041829828,0.708229948203543,0.959527801804516,0,1.22868696510302,0.731720510574933,0.686983049757437,0.930741967750381,97,NA,0.642943267822266,0.620522096157074,NA,NA,0.909797918796539,NA,0.759529040667548,0.711966682247142,0.962282318660066,NA,NA,NA
